"ensemble","geneName","statistic","pvalue","amplitude","phi","basal","sigma_alpha","sigma_0","qvalue","r"
"ENSG00000188176","SMTNL2",47.3515542877085,5.2208429789685e-11,44.7488372006326,-7.79078760698857,201.429599657187,12.991356139951,27.8075895063265,1.42330124069498e-09,1.60923107666171
"ENSG00000169087","HSPBAP1",52.0241684104726,5.0477212846632e-12,2.24935919474836,4.8614004869323,9.15514440043974,1.26719867864811,1.2490071712245,2.31185634837574e-10,1.80091775817679
"ENSG00000165886","UBTD1",42.5605178132978,5.72929234609811e-10,4.52505654606115,-8.94482872234967,17.072072216348,3.55196918150436,3.18614585123548,1.09333995604706e-08,1.42022894033758
"ENSG00000127824","TUBA4A",56.6865826074201,4.90529338759162e-13,40.8482560387532,-11.3048329009546,188.429869747207,31.3190547692349,24.1542862126492,3.12031162710689e-11,1.69113902514584
"ENSG00000183579","ZNRF3",49.1619775090446,2.11160277558367e-11,1.54739650769634,-9.71445693525635,5.43010959571054,0.133026427698343,1.05324939660001,7.09559053043629e-10,1.46916439040125
"ENSG00000259330","INAFM2",46.6190354318987,7.53017518879329e-11,3.03212965669341,-6.21394532450717,11.9171755724692,0.625923833891465,1.78432119568033,1.95955695253825e-09,1.69931829764389
"ENSG00000008853","RHOBTB2",45.9500083952343,1.05216161855763e-10,4.3537287895618,-6.08529109355928,15.062868578792,2.08072611530702,2.53851922417065,2.55399439347201e-09,1.71506630641499
"ENSG00000171368","TPPP",50.7912045118184,9.35039753977122e-12,3.80652192949114,-10.526918852559,9.41085379542888,1.00335947670049,2.50496717097528,3.66219062328678e-10,1.51958954735887
"ENSG00000157600","TMEM164",51.4202358230877,6.82712197192037e-12,7.56673604772943,9.89269940706199,38.5103199593931,1.92199408273585,4.59187828309789,3.00655948378801e-10,1.64785205121434
"ENSG00000105643","ARRDC2",46.3295090170026,8.70311941142585e-11,33.5462069262839,4.03749203788149,59.7923574090237,2.89328548445671,22.0451380660055,2.21446038357391e-09,1.5217054584028
"ENSG00000166016","ABTB2",47.5855204118043,4.64446327695185e-11,4.43387972955184,11.4010623580902,15.2978820409728,1.51482448419097,3.00837822995122,1.29705132978289e-09,1.47384384230959
"ENSG00000138463","DIRC2",49.5070746188118,1.77695053674922e-11,4.87155957410373,1.14652578232123,33.4019795270563,3.62276144975096,3.23887246040795,6.16547989266017e-10,1.50409120261874
"ENSG00000124782","RREB1",44.6637860301787,2.00162212605008e-10,9.22760224842754,-11.7838125288612,36.0438667074025,2.8459062079885e-09,6.94428209585869,4.49383791044577e-09,1.32880578885621
"ENSG00000127324","TSPAN8",45.9151323592278,1.07067013874809e-10,11.3512369985606,2.03775062007275,30.4681066179612,5.1810958039128,7.87877745490288,2.55399439347201e-09,1.44073583287936
"ENSG00000119771","KLHL29",32.2734902972297,9.81523328185536e-08,3.89561516586897,-5.55214126999181,6.53018707659127,1.98119844164907,2.91104630396164,1.03104973465361e-06,1.33821820716745
"ENSG00000171612","SLC25A33",40.2108683741201,1.85490160195888e-09,2.75998884667066,1.69387887628939,5.18071013319852,0.882004619584048,2.15152923861702,2.8700842354634e-08,1.28280331827828
